"","Name","Gender","Origin","YLD_BE_GCA","YLD_BE_Std_Err","YLD_BE_z_ratio","YLD_BE_GCA_pct","YLD_BE_N","YLD_BE_P1_N","YLD_BE_P2_N","YLD_BE_P3_N","YLD_BE_P4_N","YLD_BE_P1_X","YLD_BE_P2_X","YLD_BE_P3_X","YLD_BE_P4_X","MST_GCA","MST_Std_Err","MST_z_ratio","MST_GCA_pct","MST_N","MST_P1_N","MST_P2_N","MST_P3_N","MST_P4_N","MST_P1_X","MST_P2_X","MST_P3_X","MST_P4_X","TWT_BE_GCA","TWT_BE_Std_Err","TWT_BE_z_ratio","TWT_BE_GCA_pct","TWT_BE_N","TWT_BE_P1_N","TWT_BE_P2_N","TWT_BE_P3_N","TWT_BE_P4_N","TWT_BE_P1_X","TWT_BE_P2_X","TWT_BE_P3_X","TWT_BE_P4_X","STLP_GCA","STLP_Std_Err","STLP_z_ratio","STLP_GCA_pct","STLP_N","STLP_P1_N","STLP_P2_N","STLP_P3_N","STLP_P4_N","STLP_P1_X","STLP_P2_X","STLP_P3_X","STLP_P4_X","SELTM_GCA","SELTM_Std_Err","SELTM_z_ratio","SELTM_GCA_pct","SELTM_N","SELTM_P1_N","SELTM_P2_N","SELTM_P3_N","SELTM_P4_N","SELTM_P1_X","SELTM_P2_X","SELTM_P3_X","SELTM_P4_X","SELIN_GCA","SELIN_Std_Err","SELIN_z_ratio","SELIN_GCA_pct","SELIN_N","SELIN_P1_N","SELIN_P2_N","SELIN_P3_N","SELIN_P4_N","SELIN_P1_X","SELIN_P2_X","SELIN_P3_X","SELIN_P4_X","RTLP_GCA","RTLP_Std_Err","RTLP_z_ratio","RTLP_GCA_pct","RTLP_N","RTLP_P1_N","RTLP_P2_N","RTLP_P3_N","RTLP_P4_N","RTLP_P1_X","RTLP_P2_X","RTLP_P3_X","RTLP_P4_X","PHT_GCA","PHT_Std_Err","PHT_z_ratio","PHT_GCA_pct","PHT_N","PHT_P1_N","PHT_P2_N","PHT_P3_N","PHT_P4_N","PHT_P1_X","PHT_P2_X","PHT_P3_X","PHT_P4_X","MST_BE_GCA","MST_BE_Std_Err","MST_BE_z_ratio","MST_BE_GCA_pct","MST_BE_N","MST_BE_P1_N","MST_BE_P2_N","MST_BE_P3_N","MST_BE_P4_N","MST_BE_P1_X","MST_BE_P2_X","MST_BE_P3_X","MST_BE_P4_X","FNSP_GCA","FNSP_Std_Err","FNSP_z_ratio","FNSP_GCA_pct","FNSP_N","FNSP_P1_N","FNSP_P2_N","FNSP_P1_X","FNSP_P2_X","ERM_GCA","ERM_Std_Err","ERM_z_ratio","ERM_GCA_pct","ERM_N","ERM_P1_N","ERM_P2_N","ERM_P3_N","ERM_P4_N","ERM_P1_X","ERM_P2_X","ERM_P3_X","ERM_P4_X","EHT_GCA","EHT_Std_Err","EHT_z_ratio","EHT_GCA_pct","EHT_N","EHT_P1_N","EHT_P2_N","EHT_P3_N","EHT_P4_N","EHT_P1_X","EHT_P2_X","EHT_P3_X","EHT_P4_X","TDPP_GCA","TDPP_Std_Err","TDPP_z_ratio","TDPP_GCA_pct","TDPP_N","TDPP_P1_N","TDPP_P2_N","TDPP_P3_N","TDPP_P4_N","TDPP_P1_X","TDPP_P2_X","TDPP_P3_X","TDPP_P4_X","TWT_GCA","TWT_Std_Err","TWT_z_ratio","TWT_GCA_pct","TWT_N","TWT_P1_N","TWT_P2_N","TWT_P3_N","TWT_P4_N","TWT_P1_X","TWT_P2_X","TWT_P3_X","TWT_P4_X","BHD_GCA","BHD_Std_Err","BHD_z_ratio","BHD_GCA_pct","BHD_N","BHD_P1_N","BHD_P2_N","BHD_P3_N","BHD_P4_N","BHD_P1_X","BHD_P2_X","BHD_P3_X","BHD_P4_X"
"330","WESI1640","M","WESO002/WISI014",5.085,2.635,1.93,104.62,53,35,18,0,0,5,5,0,0,1.834,0.248,7.398,108.35,71,41,30,0,0,5,5,0,0,0.087,0.44,0.198,100.12,64,33,31,0,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.645,2.582,0.637,101.62,68,38,30,0,0,5,5,0,0,0.476,2.838,0.168,100.43,71,41,30,0,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.235,4.387,-2.333,95.72,19,14,5,0,0,5,5,0,0,1.831,0.247,7.427,108.34,71,41,30,0,0,5,5,0,0,-0.266,0.627,-0.424,99.73,14,0,14,0,5,136.39231568873,1.68012463443386,NA,NA,22,10,12,0,0,5,5,0,0,-5.488,3.1,-1.77,95.26,19,14,5,0,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,0.457,0.597,100.38,63,32,31,0,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","WESI1641","M","WESU002//TASI039/JULU757",4.476,3.003,1.491,104.07,39,39,0,0,0,5,0,0,0,-0.236,0.307,-0.768,98.93,43,43,0,0,0,5,0,0,0,2.005,0.565,3.547,102.83,32,32,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878,3.071,0.286,100.86,41,41,0,0,0,5,0,0,0,-3.324,3.447,-0.964,96.99,41,41,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.59,4.848,-5.279,89.31,15,15,0,0,0,5,0,0,0,-0.181,0.305,-0.592,99.18,43,43,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.188092474301,2.13651669930992,NA,NA,10,10,0,0,0,5,0,0,0,-12.163,3.428,-3.548,89.51,15,15,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.489,0.561,4.438,103.51,35,35,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","WESI1726","M","WISE006/WISI018",0.65,3.626,0.179,100.59,26,26,0,0,0,6,0,0,0,1.353,0.306,4.418,106.16,45,45,0,0,0,6,0,0,0,-0.723,0.518,-1.395,98.98,42,42,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.852,3.074,-0.277,99.16,42,42,0,0,0,6,0,0,0,-4.243,3.453,-1.229,96.16,42,42,0,0,0,6,0,0,0,0,0.004,0,100,4,4,0,0,0,3,0,0,0,4.983,7.237,0.689,102.08,6,6,0,0,0,6,0,0,0,1.369,0.305,4.492,106.24,45,45,0,0,0,6,0,0,0,0.239,0.531,0.45,100.24,23,23,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.151,5.071,0.818,103.58,6,6,0,0,0,6,0,0,0,0.198,4.843,0.041,101.06,4,4,0,0,0,3,0,0,0,-0.412,0.533,-0.772,99.42,42,42,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","WESI1728","M","WESO007/WISI051",2.578,3.756,0.686,102.34,24,24,0,0,0,6,0,0,0,1.826,0.322,5.675,108.31,40,40,0,0,0,6,0,0,0,-1.317,0.533,-2.472,98.14,39,39,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,3.172,1.308,104.08,38,38,0,0,0,6,0,0,0,2.626,3.598,0.73,102.38,37,37,0,0,0,6,0,0,0,0,0.004,0,100,2,2,0,0,0,2,0,0,0,-1.335,7.237,-0.184,99.44,6,6,0,0,0,6,0,0,0,1.747,0.32,5.457,107.96,40,40,0,0,0,6,0,0,0,0.222,0.547,0.406,100.23,21,21,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.898,5.071,0.572,102.5,6,6,0,0,0,6,0,0,0,0.85,5.218,0.163,104.55,2,2,0,0,0,2,0,0,0,-1.4,0.548,-2.555,98.03,39,39,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","WESI1729","M","WESO007/WISI051",-0.257,3.686,-0.07,99.77,25,25,0,0,0,6,0,0,0,0.462,0.325,1.421,102.1,39,39,0,0,0,6,0,0,0,-2.322,0.538,-4.319,96.72,38,38,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843,3.197,0.264,100.83,37,37,0,0,0,6,0,0,0,-1.993,3.597,-0.554,98.2,37,37,0,0,0,6,0,0,0,0,0.004,0,100,6,6,0,0,0,5,0,0,0,-3.391,7.237,-0.469,98.58,6,6,0,0,0,6,0,0,0,0.51,0.323,1.578,102.32,39,39,0,0,0,6,0,0,0,0.231,0.538,0.429,100.23,22,22,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.78,5.071,-0.745,96.74,6,6,0,0,0,6,0,0,0,0.388,4.495,0.086,102.08,6,6,0,0,0,5,0,0,0,-2.202,0.553,-3.983,96.9,38,38,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","WESI1734","M","WESO007/WISI051",5.159,3.694,1.397,104.69,25,25,0,0,0,6,0,0,0,0.423,0.329,1.284,101.93,38,38,0,0,0,6,0,0,0,0.347,0.539,0.644,100.49,38,38,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,3.203,1.168,103.67,37,37,0,0,0,6,0,0,0,0.414,3.603,0.115,100.37,37,37,0,0,0,6,0,0,0,0,0.004,0,100,3,3,0,0,0,3,0,0,0,-2.951,7.237,-0.408,98.77,6,6,0,0,0,6,0,0,0,0.424,0.328,1.294,101.93,38,38,0,0,0,6,0,0,0,0.194,0.548,0.354,100.2,21,21,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.388,5.071,-0.471,97.94,6,6,0,0,0,6,0,0,0,-1.824,5,-0.365,90.23,3,3,0,0,0,3,0,0,0,0.426,0.554,0.769,100.6,38,38,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","WESI1735","M","WESO007/WISI051",4.504,3.966,1.136,104.09,21,21,0,0,0,5,0,0,0,1.271,0.344,3.694,105.79,34,34,0,0,0,5,0,0,0,-1.578,0.554,-2.847,97.77,35,35,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.868,3.309,0.564,101.83,33,33,0,0,0,5,0,0,0,-0.731,3.727,-0.196,99.34,33,33,0,0,0,5,0,0,0,0,0.004,0,100,4,4,0,0,0,3,0,0,0,-1.337,7.795,-0.172,99.44,5,5,0,0,0,5,0,0,0,1.358,0.342,3.968,106.19,34,34,0,0,0,5,0,0,0,0.231,0.557,0.415,100.23,20,20,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.048,5.443,-0.009,99.96,5,5,0,0,0,5,0,0,0,1.504,4.816,0.312,108.06,4,4,0,0,0,3,0,0,0,-1.605,0.57,-2.818,97.74,35,35,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","WESI1739","M","WISI031/WISI018",1.688,3.686,0.458,101.53,25,25,0,0,0,6,0,0,0,0.407,0.315,1.294,101.85,42,42,0,0,0,6,0,0,0,-0.017,0.518,-0.033,99.98,42,42,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.432,3.097,0.785,102.39,41,41,0,0,0,6,0,0,0,-0.23,3.481,-0.066,99.79,41,41,0,0,0,6,0,0,0,0,0.004,-0.001,100,3,3,0,0,0,2,0,0,0,-7.946,7.237,-1.098,96.68,6,6,0,0,0,6,0,0,0,0.414,0.313,1.321,101.89,42,42,0,0,0,6,0,0,0,0.243,0.547,0.445,100.25,21,21,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.058,5.071,-0.8,96.5,6,6,0,0,0,6,0,0,0,-2.329,5.012,-0.465,87.52,3,3,0,0,0,2,0,0,0,-0.12,0.533,-0.224,99.83,42,42,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","WESO002","M","TISI047/TASI039",-2.386,4.691,-0.509,97.83,14,10,4,0,0,3,1,0,0,1.038,0.496,2.091,104.73,14,10,4,0,0,3,1,0,0,-0.93,0.93,-1,98.69,10,7,3,0,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.184,4.092,-0.045,99.82,14,10,4,0,0,3,1,0,0,-0.696,4.659,-0.149,99.37,14,10,4,0,0,3,1,0,0,0,0.004,0,100,2,1,1,0,0,1,1,0,0,-13.837,5.197,-2.663,94.22,13,9,4,0,0,3,1,0,0,1.073,0.494,2.171,104.89,14,10,4,0,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.105340066934,2.72079884829961,NA,NA,4,4,0,0,0,3,0,0,0,-3.63,3.677,-0.987,96.87,13,9,4,0,0,3,1,0,0,-1.45,5.213,-0.278,92.23,2,1,1,0,0,1,1,0,0,-0.851,0.951,-0.895,98.8,10,7,3,0,0,3,1,0,0,-0.208,0.996,-0.209,99.79,2,1,1,0,0,1,1,0,0
"339","WESO004","M","PZ9N730*2/80IDM2",8.795,2.821,3.118,107.99,49,13,0,3,33,2,0,1,1,-1.187,0.319,-3.725,94.59,41,13,0,3,25,2,0,1,1,3.197,0.645,4.958,104.51,24,12,0,0,12,2,0,0,1,-1.372,5.878,-0.233,92.45,3,1,0,2,0,1,0,1,0,-0.011,2.974,-0.004,99.99,49,13,0,3,33,2,0,1,1,-2.144,3.335,-0.643,98.06,49,13,0,3,33,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.65,5.428,4.91,111.13,12,8,0,2,2,2,0,1,1,-1.151,0.317,-3.631,94.76,41,13,0,3,25,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.228214853631,2.87627306820244,NA,NA,3,3,0,0,0,2,0,0,0,26.279,4.156,6.323,122.67,10,8,0,0,2,2,0,0,1,4.069,4.789,0.85,121.8,4,1,0,2,1,1,0,1,1,3.309,0.661,5.005,104.67,24,12,0,0,12,2,0,0,1,-0.745,1.154,-0.646,99.24,1,0,0,1,0,0,0,1,0
"340","WESO005","M","PZ9N730*2/80IDM2",-4.484,3.901,-1.15,95.92,22,4,0,4,14,2,0,1,1,-1.191,0.461,-2.582,94.58,17,4,0,4,9,2,0,1,1,2.468,1.023,2.412,103.48,8,2,0,0,6,2,0,0,1,-0.762,4.651,-0.164,95.81,8,0,0,2,6,0,0,1,1,0.262,3.709,0.071,100.26,22,4,0,4,14,2,0,1,1,-3.174,4.198,-0.756,97.13,22,4,0,4,14,2,0,1,1,0,0.004,0,100,1,0,0,0,1,0,0,0,1,18.093,5.371,3.369,107.56,12,4,0,2,6,2,0,1,1,-1.201,0.459,-2.618,94.53,17,4,0,4,9,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.188092474301,3.02923963939717,NA,NA,2,2,0,0,0,2,0,0,0,8.36,3.94,2.122,107.21,11,4,0,2,5,2,0,1,1,0.252,4.107,0.061,101.35,9,0,0,2,7,0,0,1,1,2.523,1.046,2.411,103.56,8,2,0,0,6,2,0,0,1,1.215,0.87,1.396,101.25,4,0,0,2,2,0,0,1,1
"341","WESO006","M","TISI047/TASI039",-11.923,5.852,-2.038,89.16,8,6,2,0,0,3,2,0,0,1.316,0.614,2.145,105.99,8,6,2,0,0,3,2,0,0,-1.06,1.554,-0.682,98.5,3,3,0,0,0,1,0,0,0,0.622,5.559,0.112,103.42,4,2,2,0,0,2,2,0,0,-1.807,4.496,-0.402,98.22,8,6,2,0,0,3,2,0,0,-2.828,5.155,-0.549,97.44,8,6,2,0,0,3,2,0,0,0,0.004,0,100,4,2,2,0,0,2,2,0,0,-20.765,8.463,-2.454,91.33,4,4,0,0,0,1,0,0,0,1.569,0.612,2.565,107.15,8,6,2,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.225155370387,2.69823000992662,NA,NA,4,4,0,0,0,3,0,0,0,-12.582,5.883,-2.139,89.14,4,4,0,0,0,1,0,0,0,-0.588,4.797,-0.123,96.85,4,2,2,0,0,2,2,0,0,-1.132,1.594,-0.711,98.4,3,3,0,0,0,1,0,0,0,-0.275,1.142,-0.241,99.72,1,1,0,0,0,1,0,0,0
"342","WESO007","M","TISI047/TASI039",4.47,1.038,4.305,104.06,931,449,222,237,23,87,49,11,3,0.73,0.104,7.021,103.32,1046,516,230,258,42,87,49,11,3,-0.706,0.268,-2.639,99,861,447,184,220,10,83,47,11,1,-0.39,3.946,-0.099,97.85,13,7,4,2,0,7,4,2,0,6.793,0.931,7.294,106.67,1001,500,226,253,22,87,49,11,3,6.014,1.05,5.729,105.45,967,497,225,223,22,87,49,11,3,0,0.004,-0.002,100,64,29,6,26,3,27,6,11,2,-2.441,1.736,-1.406,98.98,479,222,131,115,11,75,42,11,3,0.834,0.104,8.011,103.8,1029,517,231,258,23,87,49,11,3,0.075,0.383,0.195,100.08,79,71,8,20,3,134.860142328075,0.787401694346615,NA,NA,169,105,22,42,0,46,10,10,0,0.807,1.125,0.717,100.7,494,222,116,134,22,75,42,11,3,0.578,2.043,0.283,103.1,81,32,9,37,3,30,8,11,2,-0.664,0.284,-2.337,99.06,859,447,184,215,13,83,47,11,3,-0.496,0.347,-1.427,99.49,53,28,25,0,0,28,25,0,0
"343","WESO008","M","7745/TISI033",1.391,7.425,0.187,101.26,4,0,4,0,0,0,1,0,0,-0.095,0.764,-0.124,99.57,4,0,4,0,0,0,1,0,0,-1.539,1.555,-0.989,97.83,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.058,4.848,0.425,102.02,4,0,4,0,0,0,1,0,0,2.085,5.594,0.373,101.89,4,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.379,8.488,-1.341,95.25,4,0,4,0,0,0,1,0,0,-0.067,0.763,-0.088,99.69,4,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.975,6.538,-1.22,93.12,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.691,1.595,-1.06,97.62,3,0,3,0,0,0,1,0,0,-0.26,1.144,-0.227,99.73,1,0,1,0,0,0,1,0,0
"344","WESO013","M","TISI033*2/80IDM2",1.878,1.411,1.331,101.71,274,142,132,0,0,41,26,0,0,-0.567,0.147,-3.865,97.42,283,144,139,0,0,41,26,0,0,1.71,0.321,5.333,102.41,216,111,105,0,0,37,26,0,0,-1.326,5.308,-0.25,92.7,5,5,0,0,0,5,0,0,0,4.619,1.498,3.083,104.54,277,143,134,0,0,41,26,0,0,4.535,1.675,2.707,104.11,273,142,131,0,0,41,26,0,0,0,0.004,-0.001,100,14,10,4,0,0,10,3,0,0,-11.874,2.051,-5.788,95.04,182,97,85,0,0,28,25,0,0,-0.5,0.146,-3.42,97.72,283,144,139,0,0,41,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.713595033933,1.09082718802795,NA,NA,68,42,26,0,0,26,8,0,0,-5.665,1.385,-4.091,95.11,178,97,81,0,0,28,25,0,0,-3.778,3.591,-1.052,79.76,15,10,5,0,0,10,4,0,0,1.952,0.335,5.823,102.75,219,113,106,0,0,37,26,0,0,-0.511,0.385,-1.326,99.48,35,19,16,0,0,19,16,0,0
"345","WESO1501","M","WEGU001/WESA001",1.248,1.626,0.768,101.13,183,128,55,0,0,26,9,0,0,-0.288,0.157,-1.829,98.69,239,177,62,0,0,26,9,0,0,1.611,0.324,4.978,102.27,216,166,50,0,0,26,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.436,1.625,4.576,107.3,230,168,62,0,0,26,9,0,0,7.473,1.814,4.12,106.77,228,166,62,0,0,26,9,0,0,0,0.004,0.001,100,17,16,1,0,0,13,1,0,0,-3.042,2.745,-1.108,98.73,64,47,17,0,0,25,9,0,0,-0.239,0.156,-1.525,98.91,241,178,63,0,0,26,9,0,0,-0.066,0.4,-0.166,99.93,67,61,6,16,3,132.417692486376,1.31651557175788,NA,NA,40,22,18,0,0,10,8,0,0,-5.578,1.904,-2.93,95.19,64,47,17,0,0,25,9,0,0,2.368,3.538,0.669,112.68,17,16,1,0,0,13,1,0,0,1.625,0.338,4.804,102.29,218,167,51,0,0,26,9,0,0,-0.468,0.816,-0.573,99.52,4,4,0,0,0,4,0,0,0
"346","WESO1502","M","TIRO113/TASU044",-8.616,4.202,-2.051,92.17,18,18,0,0,0,4,0,0,0,1.101,0.446,2.47,105.01,18,18,0,0,0,4,0,0,0,-1.494,0.778,-1.921,97.89,15,15,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.689,3.921,-1.196,95.39,17,17,0,0,0,4,0,0,0,-7.643,4.391,-1.741,93.08,18,18,0,0,0,4,0,0,0,0,0.004,0,100,2,2,0,0,0,2,0,0,0,-35.134,5.148,-6.825,85.32,13,13,0,0,0,4,0,0,0,1.159,0.443,2.614,105.28,18,18,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.879651683204,2.57786287193732,NA,NA,5,5,0,0,0,4,0,0,0,-23.537,3.641,-6.464,79.69,13,13,0,0,0,4,0,0,0,-0.682,5.214,-0.131,96.35,2,2,0,0,0,2,0,0,0,-1.372,0.796,-1.724,98.07,15,15,0,0,0,4,0,0,0,0.085,0.89,0.095,100.09,3,3,0,0,0,3,0,0,0
"347","WESO1611","M","WESA001//TASI014/HILU604",-6.483,3.367,-1.926,94.11,30,30,0,0,0,4,0,0,0,-1.523,0.353,-4.311,93.06,31,31,0,0,0,4,0,0,0,3.993,0.646,6.177,105.64,23,23,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.995,3.415,-2.341,92.15,29,29,0,0,0,4,0,0,0,-11.088,3.85,-2.88,89.96,29,29,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.685,5.334,-3.316,92.61,12,12,0,0,0,4,0,0,0,-1.544,0.351,-4.396,92.97,31,31,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.185032991057,2.28196032438032,NA,NA,8,8,0,0,0,4,0,0,0,-10.123,3.77,-2.685,91.27,12,12,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.397,0.63,8.561,107.61,26,26,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","WESO1619","M","TISI033/JAMI702//TASI039",3.102,2.472,1.255,102.82,62,35,27,0,0,5,6,0,0,0.436,0.234,1.861,101.99,82,41,41,0,0,5,6,0,0,-0.331,0.418,-0.793,99.53,76,33,43,0,0,5,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.613,2.484,0.649,101.58,76,36,40,0,0,5,6,0,0,-0.258,2.76,-0.094,99.77,77,37,40,0,0,5,6,0,0,0,0.004,0,100,2,0,2,0,0,0,2,0,0,-16.374,4.301,-3.807,93.16,20,14,6,0,0,5,6,0,0,0.417,0.233,1.791,101.9,82,41,41,0,0,5,6,0,0,-0.367,0.549,-0.669,99.63,23,0,23,0,6,134.812497002621,1.89076712591512,NA,NA,15,10,5,0,0,5,5,0,0,-11.549,3.039,-3.8,90.04,20,14,6,0,0,5,6,0,0,-0.748,5.236,-0.143,95.99,2,0,2,0,0,0,2,0,0,-0.171,0.431,-0.397,99.76,77,34,43,0,0,5,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","WESO1730","M","TISI103/HINI403",-2.27,3.972,-0.572,97.94,21,21,0,0,0,5,0,0,0,-0.048,0.349,-0.137,99.78,33,33,0,0,0,5,0,0,0,1.291,0.561,2.301,101.82,34,34,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.951,3.311,-0.287,99.07,33,33,0,0,0,5,0,0,0,-3.057,3.73,-0.82,97.23,33,33,0,0,0,5,0,0,0,0,0.004,0,100,4,4,0,0,0,2,0,0,0,-10.293,7.795,-1.32,95.7,5,5,0,0,0,5,0,0,0,-0.048,0.347,-0.14,99.78,33,33,0,0,0,5,0,0,0,0.248,0.566,0.437,100.25,19,19,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.199,5.443,-2.057,90.34,5,5,0,0,0,5,0,0,0,0.304,4.827,0.063,101.63,4,4,0,0,0,2,0,0,0,1.532,0.576,2.658,102.16,34,34,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","WESO1737","M","TISI103/HINI403",0.382,4.448,0.086,100.35,16,16,0,0,0,4,0,0,0,0.182,0.386,0.473,100.83,26,26,0,0,0,4,0,0,0,-0.56,0.625,-0.897,99.21,26,26,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673,3.579,0.188,100.66,25,25,0,0,0,4,0,0,0,0.132,4.091,0.032,100.12,24,24,0,0,0,4,0,0,0,0,0.004,0.001,100,1,1,0,0,0,1,0,0,0,-0.007,9.522,-0.001,100,3,3,0,0,0,3,0,0,0,0.232,0.384,0.605,101.06,26,26,0,0,0,4,0,0,0,0.217,0.624,0.348,100.22,14,14,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.739,6.556,-0.265,98.5,3,3,0,0,0,3,0,0,0,4.261,5.473,0.779,122.82,1,1,0,0,0,1,0,0,0,-0.305,0.641,-0.476,99.57,26,26,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","WESU001","M","TISI033/TASI033",-9.774,8.963,-1.09,91.12,2,2,0,0,0,1,0,0,0,0.163,0.904,0.18,100.74,2,2,0,0,0,1,0,0,0,-3.24,2.333,-1.389,95.43,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.255,5.06,-0.248,98.77,2,2,0,0,0,1,0,0,0,-2.985,5.865,-0.509,97.3,2,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.189,11.011,-3.559,83.63,2,2,0,0,0,1,0,0,0,0.183,0.905,0.203,100.83,2,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.413229023495,3.24238977958654,NA,NA,1,1,0,0,0,1,0,0,0,-20.783,7.472,-2.781,82.07,2,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.323,2.417,-1.375,95.31,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
